Date,Country,Continent,Population,Weekly_New_Cases,Weekly_New_Deaths,Cumulative_Cases,Cumulative_Deaths,Cases_Per_Million,Deaths_Per_Million,Case_Fatality_Rate_Pct,Vaccinated_Pct,Recovery_Rate_Pct
2022-10-16,Russia,Europe,144000000,18566,287,2609704,43913,18122.94,304.95,1.683,92.0,98.32
2022-10-23,Russia,Europe,144000000,19608,324,2629312,44237,18259.11,307.2,1.682,92.0,98.32
2022-10-30,Russia,Europe,144000000,19059,455,2648371,44692,18391.47,310.36,1.688,92.0,98.31
2022-11-06,Russia,Europe,144000000,22248,183,2670619,44875,18545.97,311.63,1.68,92.0,98.32
2022-11-13,Russia,Europe,144000000,28087,303,2698706,45178,18741.01,313.74,1.674,92.0,98.33
2022-11-20,Russia,Europe,144000000,16305,263,2715011,45441,18854.24,315.56,1.674,92.0,98.33
2022-11-27,Russia,Europe,144000000,27355,602,2742366,46043,19044.21,319.74,1.679,92.0,98.32
2022-12-04,Russia,Europe,144000000,19884,442,2762250,46485,19182.29,322.81,1.683,92.0,98.32
2022-12-11,Russia,Europe,144000000,20996,391,2783246,46876,19328.1,325.53,1.684,92.0,98.32
2022-12-18,Russia,Europe,144000000,17707,365,2800953,47241,19451.06,328.06,1.687,92.0,98.31
2022-12-25,Russia,Europe,144000000,23624,343,2824577,47584,19615.12,330.44,1.685,92.0,98.31
2023-01-01,Russia,Europe,144000000,28034,645,2852611,48229,19809.8,334.92,1.691,92.0,98.31
2023-01-08,Russia,Europe,144000000,17753,285,2870364,48514,19933.08,336.9,1.69,92.0,98.31
2023-01-15,Russia,Europe,144000000,15309,266,2885673,48780,20039.4,338.75,1.69,92.0,98.31
2023-01-22,Russia,Europe,144000000,27244,311,2912917,49091,20228.59,340.91,1.685,92.0,98.31
2023-01-29,Russia,Europe,144000000,15809,373,2928726,49464,20338.38,343.5,1.689,92.0,98.31
2023-02-05,Russia,Europe,144000000,24004,560,2952730,50024,20505.07,347.39,1.694,92.0,98.31
2023-02-12,Russia,Europe,144000000,19032,259,2971762,50283,20637.24,349.19,1.692,92.0,98.31
2023-02-19,Russia,Europe,144000000,18538,290,2990300,50573,20765.97,351.2,1.691,92.0,98.31
2023-02-26,Russia,Europe,144000000,23843,513,3014143,51086,20931.55,354.76,1.695,92.0,98.31
2023-03-05,Russia,Europe,144000000,19790,214,3033933,51300,21068.98,356.25,1.691,92.0,98.31
2023-03-12,Russia,Europe,144000000,19167,390,3053100,51690,21202.08,358.96,1.693,92.0,98.31
2023-03-19,Russia,Europe,144000000,20746,198,3073846,51888,21346.15,360.33,1.688,92.0,98.31
2023-03-26,Russia,Europe,144000000,17412,189,3091258,52077,21467.07,361.65,1.685,92.0,98.31
2023-04-02,Russia,Europe,144000000,13499,283,3104757,52360,21560.81,363.61,1.686,92.0,98.31
2023-04-09,Russia,Europe,144000000,15536,277,3120293,52637,21668.7,365.53,1.687,92.0,98.31
2023-04-16,Russia,Europe,144000000,17339,150,3137632,52787,21789.11,366.58,1.682,92.0,98.32
2023-04-23,Russia,Europe,144000000,12934,315,3150566,53102,21878.93,368.76,1.685,92.0,98.31
2023-04-30,Russia,Europe,144000000,11613,126,3162179,53228,21959.58,369.64,1.683,92.0,98.32
2023-05-07,Russia,Europe,144000000,11537,133,3173716,53361,22039.69,370.56,1.681,92.0,98.32
2023-05-14,Russia,Europe,144000000,7558,103,3181274,53464,22092.18,371.28,1.681,92.0,98.32
2023-05-21,Russia,Europe,144000000,8562,159,3189836,53623,22151.64,372.38,1.681,92.0,98.32
2023-05-28,Russia,Europe,144000000,9562,129,3199398,53752,22218.04,373.28,1.68,92.0,98.32
2023-06-04,Russia,Europe,144000000,8947,182,3208345,53934,22280.17,374.54,1.681,92.0,98.32
2023-06-11,Russia,Europe,144000000,7326,150,3215671,54084,22331.05,375.58,1.682,92.0,98.32
2023-06-18,Russia,Europe,144000000,4660,52,3220331,54136,22363.41,375.94,1.681,92.0,98.32
2023-06-25,Russia,Europe,144000000,5458,111,3225789,54247,22401.31,376.72,1.682,92.0,98.32
2023-07-02,Russia,Europe,144000000,6141,56,3231930,54303,22443.96,377.1,1.68,92.0,98.32
2023-07-09,Russia,Europe,144000000,7380,170,3239310,54473,22495.21,378.28,1.682,92.0,98.32
2023-07-16,Russia,Europe,144000000,5376,104,3244686,54577,22532.54,379.01,1.682,92.0,98.32
2023-07-23,Russia,Europe,144000000,5433,48,3250119,54625,22570.27,379.34,1.681,92.0,98.32
2023-07-30,Russia,Europe,144000000,5712,142,3255831,54767,22609.94,380.33,1.682,92.0,98.32
2023-08-06,Russia,Europe,144000000,5249,93,3261080,54860,22646.39,380.97,1.682,92.0,98.32
2023-08-13,Russia,Europe,144000000,3339,49,3264419,54909,22669.58,381.31,1.682,92.0,98.32
2023-08-20,Russia,Europe,144000000,4131,84,3268550,54993,22698.26,381.9,1.682,92.0,98.32
2023-08-27,Russia,Europe,144000000,6064,145,3274614,55138,22740.38,382.9,1.684,92.0,98.32
2023-09-03,Russia,Europe,144000000,5772,110,3280386,55248,22780.46,383.67,1.684,92.0,98.32
2023-09-10,Russia,Europe,144000000,7002,82,3287388,55330,22829.08,384.24,1.683,92.0,98.32
2023-09-17,Russia,Europe,144000000,10675,131,3298063,55461,22903.22,385.15,1.682,92.0,98.32
2023-09-24,Russia,Europe,144000000,7227,143,3305290,55604,22953.4,386.14,1.682,92.0,98.32
2023-10-01,Russia,Europe,144000000,12585,188,3317875,55792,23040.8,387.44,1.682,92.0,98.32
2023-10-08,Russia,Europe,144000000,12070,123,3329945,55915,23124.62,388.3,1.679,92.0,98.32
2023-10-15,Russia,Europe,144000000,11538,271,3341483,56186,23204.74,390.18,1.681,92.0,98.32
2023-10-22,Russia,Europe,144000000,15543,172,3357026,56358,23312.68,391.38,1.679,92.0,98.32
2023-10-29,Russia,Europe,144000000,14110,330,3371136,56688,23410.67,393.67,1.682,92.0,98.32
2023-11-05,Russia,Europe,144000000,11911,159,3383047,56847,23493.38,394.77,1.68,92.0,98.32
2023-11-12,Russia,Europe,144000000,12957,230,3396004,57077,23583.36,396.37,1.681,92.0,98.32
2023-11-19,Russia,Europe,144000000,12601,253,3408605,57330,23670.87,398.12,1.682,92.0,98.32
2023-11-26,Russia,Europe,144000000,14242,175,3422847,57505,23769.77,399.34,1.68,92.0,98.32
2023-12-03,Russia,Europe,144000000,16594,272,3439441,57777,23885.01,401.23,1.68,92.0,98.32
2023-12-10,Russia,Europe,144000000,21004,280,3460445,58057,24030.87,403.17,1.678,92.0,98.32
2023-12-17,Russia,Europe,144000000,24517,451,3484962,58508,24201.12,406.31,1.679,92.0,98.32
2023-12-24,Russia,Europe,144000000,18258,247,3503220,58755,24327.92,408.02,1.677,92.0,98.32
2023-12-31,Russia,Europe,144000000,17841,382,3521061,59137,24451.81,410.67,1.68,92.0,98.32
2020-01-05,South Africa,Africa,60000000,22384,204,22384,204,373.07,3.4,0.911,0.0,99.09
2020-01-12,South Africa,Africa,60000000,27105,298,49489,502,824.82,8.37,1.014,0.0,98.99
2020-01-19,South Africa,Africa,60000000,27159,574,76648,1076,1277.47,17.93,1.404,0.0,98.6
2020-01-26,South Africa,Africa,60000000,28535,509,105183,1585,1753.05,26.42,1.507,0.0,98.49
2020-02-02,South Africa,Africa,60000000,18833,266,124016,1851,2066.93,30.85,1.493,0.0,98.51
2020-02-09,South Africa,Africa,60000000,29590,431,153606,2282,2560.1,38.03,1.486,0.0,98.51
2020-02-16,South Africa,Africa,60000000,35414,469,189020,2751,3150.33,45.85,1.455,0.0,98.55
2020-02-23,South Africa,Africa,60000000,26523,332,215543,3083,3592.38,51.38,1.43,0.0,98.57
2020-03-01,South Africa,Africa,60000000,28281,494,243824,3577,4063.73,59.62,1.467,0.0,98.53
2020-03-08,South Africa,Africa,60000000,36600,705,280424,4282,4673.73,71.37,1.527,0.0,98.47
2020-03-15,South Africa,Africa,60000000,39844,918,320268,5200,5337.8,86.67,1.624,0.0,98.38
2020-03-22,South Africa,Africa,60000000,41240,343,361508,5543,6025.13,92.38,1.533,0.0,98.47
2020-03-29,South Africa,Africa,60000000,40696,469,402204,6012,6703.4,100.2,1.495,0.0,98.5
2020-04-05,South Africa,Africa,60000000,28525,537,430729,6549,7178.82,109.15,1.52,0.0,98.48
2020-04-12,South Africa,Africa,60000000,33411,299,464140,6848,7735.67,114.13,1.475,0.0,98.53
2020-04-19,South Africa,Africa,60000000,29962,240,494102,7088,8235.03,118.13,1.435,0.0,98.56
2020-04-26,South Africa,Africa,60000000,48503,408,542605,7496,9043.42,124.93,1.381,0.0,98.62
2020-05-03,South Africa,Africa,60000000,32830,494,575435,7990,9590.58,133.17,1.389,0.0,98.61
2020-05-10,South Africa,Africa,60000000,36931,867,612366,8857,10206.1,147.62,1.446,0.0,98.55
2020-05-17,South Africa,Africa,60000000,29685,495,642051,9352,10700.85,155.87,1.457,0.0,98.54
2020-05-24,South Africa,Africa,60000000,46006,1096,688057,10448,11467.62,174.13,1.518,0.0,98.48
2020-05-31,South Africa,Africa,60000000,44994,974,733051,11422,12217.52,190.37,1.558,0.0,98.44
2020-06-07,South Africa,Africa,60000000,31771,462,764822,11884,12747.03,198.07,1.554,0.0,98.45
2020-06-14,South Africa,Africa,60000000,39438,909,804260,12793,13404.33,213.22,1.591,0.0,98.41
2020-06-21,South Africa,Africa,60000000,33935,359,838195,13152,13969.92,219.2,1.569,0.0,98.43
2020-06-28,South Africa,Africa,60000000,38654,345,876849,13497,14614.15,224.95,1.539,0.0,98.46
2020-07-05,South Africa,Africa,60000000,34962,853,911811,14350,15196.85,239.17,1.574,0.0,98.43
2020-07-12,South Africa,Africa,60000000,41360,775,953171,15125,15886.18,252.08,1.587,0.0,98.41
2020-07-19,South Africa,Africa,60000000,49040,698,1002211,15823,16703.52,263.72,1.579,0.0,98.42
2020-07-26,South Africa,Africa,60000000,33952,390,1036163,16213,17269.38,270.22,1.565,0.0,98.44
2020-08-02,South Africa,Africa,60000000,38076,716,1074239,16929,17903.98,282.15,1.576,0.0,98.42
2020-08-09,South Africa,Africa,60000000,40019,324,1114258,17253,18570.97,287.55,1.548,0.0,98.45
2020-08-16,South Africa,Africa,60000000,42881,1014,1157139,18267,19285.65,304.45,1.579,0.0,98.42
2020-08-23,South Africa,Africa,60000000,49723,1095,1206862,19362,20114.37,322.7,1.604,0.0,98.4
2020-08-30,South Africa,Africa,60000000,48731,658,1255593,20020,20926.55,333.67,1.594,0.0,98.41
2020-09-06,South Africa,Africa,60000000,47351,494,1302944,20514,21715.73,341.9,1.574,0.0,98.43
2020-09-13,South Africa,Africa,60000000,44036,832,1346980,21346,22449.67,355.77,1.585,0.0,98.42
2020-09-20,South Africa,Africa,60000000,28283,605,1375263,21951,22921.05,365.85,1.596,0.0,98.4
2020-09-27,South Africa,Africa,60000000,48158,604,1423421,22555,23723.68,375.92,1.585,0.0,98.42
2020-10-04,South Africa,Africa,60000000,45060,423,1468481,22978,24474.68,382.97,1.565,0.0,98.44
2020-10-11,South Africa,Africa,60000000,39274,638,1507755,23616,25129.25,393.6,1.566,0.0,98.43
2020-10-18,South Africa,Africa,60000000,37085,880,1544840,24496,25747.33,408.27,1.586,0.0,98.41
2020-10-25,South Africa,Africa,60000000,42879,915,1587719,25411,26461.98,423.52,1.6,0.0,98.4
2020-11-01,South Africa,Africa,60000000,29367,690,1617086,26101,26951.43,435.02,1.614,0.0,98.39
2020-11-08,South Africa,Africa,60000000,24905,560,1641991,26661,27366.52,444.35,1.624,0.0,98.38
2020-11-15,South Africa,Africa,60000000,28370,252,1670361,26913,27839.35,448.55,1.611,0.0,98.39
2020-11-22,South Africa,Africa,60000000,33458,399,1703819,27312,28396.98,455.2,1.603,0.0,98.4
2020-11-29,South Africa,Africa,60000000,24588,324,1728407,27636,28806.78,460.6,1.599,0.0,98.4
2020-12-06,South Africa,Africa,60000000,20445,225,1748852,27861,29147.53,464.35,1.593,0.0,98.41
2020-12-13,South Africa,Africa,60000000,18479,287,1767331,28148,29455.52,469.13,1.593,0.0,98.41
2020-12-20,South Africa,Africa,60000000,18632,365,1785963,28513,29766.05,475.22,1.597,0.0,98.4
2020-12-27,South Africa,Africa,60000000,19624,471,1805587,28984,30093.12,483.07,1.605,0.0,98.39
2021-01-03,South Africa,Africa,60000000,26634,344,1832221,29328,30537.02,488.8,1.601,0.0,98.4
2021-01-10,South Africa,Africa,60000000,23635,511,1855856,29839,30930.93,497.32,1.608,0.0,98.39
2021-01-17,South Africa,Africa,60000000,24015,436,1879871,30275,31331.18,504.58,1.61,0.0,98.39
2021-01-24,South Africa,Africa,60000000,12693,241,1892564,30516,31542.73,508.6,1.612,0.0,98.39
2021-01-31,South Africa,Africa,60000000,16414,309,1908978,30825,31816.3,513.75,1.615,0.0,98.39
2021-02-07,South Africa,Africa,60000000,11999,271,1920977,31096,32016.28,518.27,1.619,0.0,98.38
2021-02-14,South Africa,Africa,60000000,15114,176,1936091,31272,32268.18,521.2,1.615,0.0,98.39
2021-02-21,South Africa,Africa,60000000,7610,86,1943701,31358,32395.02,522.63,1.613,0.0,98.39
2021-02-28,South Africa,Africa,60000000,9958,194,1953659,31552,32560.98,525.87,1.615,0.0,98.39
2021-03-07,South Africa,Africa,60000000,7121,105,1960780,31657,32679.67,527.62,1.615,0.31,98.39
2021-03-14,South Africa,Africa,60000000,4252,68,1965032,31725,32750.53,528.75,1.614,0.98,98.39
2021-03-21,South Africa,Africa,60000000,4391,104,1969423,31829,32823.72,530.48,1.616,2.04,98.38
2021-03-28,South Africa,Africa,60000000,3671,58,1973094,31887,32884.9,531.45,1.616,3.33,98.38
2021-04-04,South Africa,Africa,60000000,5499,57,1978593,31944,32976.55,532.4,1.614,4.72,98.39
2021-04-11,South Africa,Africa,60000000,3814,70,1982407,32014,33040.12,533.57,1.615,6.1,98.39
2021-04-18,South Africa,Africa,60000000,4780,44,1987187,32058,33119.78,534.3,1.613,7.51,98.39
2021-04-25,South Africa,Africa,60000000,7125,85,1994312,32143,33238.53,535.72,1.612,9.13,98.39
2021-05-02,South Africa,Africa,60000000,8188,185,2002500,32328,33375.0,538.8,1.614,10.41,98.39
2021-05-09,South Africa,Africa,60000000,11996,214,2014496,32542,33574.93,542.37,1.615,12.2,98.39
2021-05-16,South Africa,Africa,60000000,13754,161,2028250,32703,33804.17,545.05,1.612,13.44,98.39
2021-05-23,South Africa,Africa,60000000,10848,184,2039098,32887,33984.97,548.12,1.613,14.74,98.39
2021-05-30,South Africa,Africa,60000000,11500,182,2050598,33069,34176.63,551.15,1.613,15.96,98.39
2021-06-06,South Africa,Africa,60000000,12363,186,2062961,33255,34382.68,554.25,1.612,17.2,98.39
2021-06-13,South Africa,Africa,60000000,16493,264,2079454,33519,34657.57,558.65,1.612,18.67,98.39
2021-06-20,South Africa,Africa,60000000,23375,397,2102829,33916,35047.15,565.27,1.613,20.15,98.39
2021-06-27,South Africa,Africa,60000000,19545,428,2122374,34344,35372.9,572.4,1.618,21.89,98.38
2021-07-04,South Africa,Africa,60000000,26814,521,2149188,34865,35819.8,581.08,1.622,23.17,98.38
2021-07-11,South Africa,Africa,60000000,20401,179,2169589,35044,36159.82,584.07,1.615,24.93,98.39
2021-07-18,South Africa,Africa,60000000,27342,565,2196931,35609,36615.52,593.48,1.621,26.32,98.38
2021-07-25,South Africa,Africa,60000000,31717,393,2228648,36002,37144.13,600.03,1.615,27.52,98.39
2021-08-01,South Africa,Africa,60000000,25507,451,2254155,36453,37569.25,607.55,1.617,29.0,98.38
2021-08-08,South Africa,Africa,60000000,35029,343,2289184,36796,38153.07,613.27,1.607,30.54,98.39
2021-08-15,South Africa,Africa,60000000,30182,385,2319366,37181,38656.1,619.68,1.603,32.23,98.4
2021-08-22,South Africa,Africa,60000000,35774,731,2355140,37912,39252.33,631.87,1.61,33.96,98.39
2021-08-29,South Africa,Africa,60000000,36408,434,2391548,38346,39859.13,639.1,1.603,35.58,98.4
2021-09-05,South Africa,Africa,60000000,29288,354,2420836,38700,40347.27,645.0,1.599,36.82,98.4
2021-09-12,South Africa,Africa,60000000,39021,783,2459857,39483,40997.62,658.05,1.605,38.16,98.39
2021-09-19,South Africa,Africa,60000000,40125,947,2499982,40430,41666.37,673.83,1.617,39.43,98.38
2021-09-26,South Africa,Africa,60000000,29974,622,2529956,41052,42165.93,684.2,1.623,40.79,98.38
2021-10-03,South Africa,Africa,60000000,39160,367,2569116,41419,42818.6,690.32,1.612,42.26,98.39
2021-10-10,South Africa,Africa,60000000,42422,834,2611538,42253,43525.63,704.22,1.618,43.95,98.38
2021-10-17,South Africa,Africa,60000000,46234,977,2657772,43230,44296.2,720.5,1.627,45.56,98.37
2021-10-24,South Africa,Africa,60000000,27485,469,2685257,43699,44754.28,728.32,1.627,46.78,98.37
2021-10-31,South Africa,Africa,60000000,45833,616,2731090,44315,45518.17,738.58,1.623,48.32,98.38
2021-11-07,South Africa,Africa,60000000,33901,722,2764991,45037,46083.18,750.62,1.629,50.05,98.37
2021-11-14,South Africa,Africa,60000000,36994,838,2801985,45875,46699.75,764.58,1.637,51.41,98.36
2021-11-21,South Africa,Africa,60000000,40462,914,2842447,46789,47374.12,779.82,1.646,52.8,98.35
2021-11-28,South Africa,Africa,60000000,50663,510,2893110,47299,48218.5,788.32,1.635,54.01,98.36
2021-12-05,South Africa,Africa,60000000,49605,454,2942715,47753,49045.25,795.88,1.623,55.81,98.38
2021-12-12,South Africa,Africa,60000000,50787,524,2993502,48277,49891.7,804.62,1.613,57.33,98.39
2021-12-19,South Africa,Africa,60000000,32384,494,3025886,48771,50431.43,812.85,1.612,58.57,98.39
2021-12-26,South Africa,Africa,60000000,33237,471,3059123,49242,50985.38,820.7,1.61,60.03,98.39
2022-01-02,South Africa,Africa,60000000,51036,1109,3110159,50351,51835.98,839.18,1.619,61.67,98.38
2022-01-09,South Africa,Africa,60000000,40315,898,3150474,51249,52507.9,854.15,1.627,63.08,98.37
2022-01-16,South Africa,Africa,60000000,44048,1096,3194522,52345,53242.03,872.42,1.639,64.47,98.36
2022-01-23,South Africa,Africa,60000000,42831,957,3237353,53302,53955.88,888.37,1.646,66.22,98.35
2022-01-30,South Africa,Africa,60000000,43374,556,3280727,53858,54678.78,897.63,1.642,67.61,98.36
2022-02-06,South Africa,Africa,60000000,26984,564,3307711,54422,55128.52,907.03,1.645,68.84,98.36
2022-02-13,South Africa,Africa,60000000,45499,455,3353210,54877,55886.83,914.62,1.637,70.14,98.36
2022-02-20,South Africa,Africa,60000000,36213,743,3389423,55620,56490.38,927.0,1.641,71.42,98.36
2022-02-27,South Africa,Africa,60000000,34777,563,3424200,56183,57070.0,936.38,1.641,72.75,98.36
2022-03-06,South Africa,Africa,60000000,27206,604,3451406,56787,57523.43,946.45,1.645,74.25,98.36
2022-03-13,South Africa,Africa,60000000,24520,530,3475926,57317,57932.1,955.28,1.649,76.04,98.35
2022-03-20,South Africa,Africa,60000000,35939,595,3511865,57912,58531.08,965.2,1.649,77.77,98.35
2022-03-27,South Africa,Africa,60000000,41874,872,3553739,58784,59228.98,979.73,1.654,79.24,98.35
2022-04-03,South Africa,Africa,60000000,33802,673,3587541,59457,59792.35,990.95,1.657,80.55,98.34
2022-04-10,South Africa,Africa,60000000,30100,665,3617641,60122,60294.02,1002.03,1.662,82.15,98.34
2022-04-17,South Africa,Africa,60000000,28496,549,3646137,60671,60768.95,1011.18,1.664,83.42,98.34
2022-04-24,South Africa,Africa,60000000,27359,587,3673496,61258,61224.93,1020.97,1.668,84.75,98.33
2022-05-01,South Africa,Africa,60000000,22742,549,3696238,61807,61603.97,1030.12,1.672,86.07,98.33
2022-05-08,South Africa,Africa,60000000,23070,564,3719308,62371,61988.47,1039.52,1.677,87.72,98.32
2022-05-15,South Africa,Africa,60000000,28908,650,3748216,63021,62470.27,1050.35,1.681,88.98,98.32
2022-05-22,South Africa,Africa,60000000,27722,459,3775938,63480,62932.3,1058.0,1.681,90.68,98.32
2022-05-29,South Africa,Africa,60000000,23621,438,3799559,63918,63325.98,1065.3,1.682,92.0,98.32
2022-06-05,South Africa,Africa,60000000,22783,479,3822342,64397,63705.7,1073.28,1.685,92.0,98.31
2022-06-12,South Africa,Africa,60000000,26090,408,3848432,64805,64140.53,1080.08,1.684,92.0,98.32
2022-06-19,South Africa,Africa,60000000,28924,637,3877356,65442,64622.6,1090.7,1.688,92.0,98.31
2022-06-26,South Africa,Africa,60000000,32908,722,3910264,66164,65171.07,1102.73,1.692,92.0,98.31
2022-07-03,South Africa,Africa,60000000,30030,713,3940294,66877,65671.57,1114.62,1.697,92.0,98.3
2022-07-10,South Africa,Africa,60000000,33691,664,3973985,67541,66233.08,1125.68,1.7,92.0,98.3
2022-07-17,South Africa,Africa,60000000,24618,375,3998603,67916,66643.38,1131.93,1.698,92.0,98.3
2022-07-24,South Africa,Africa,60000000,32870,578,4031473,68494,67191.22,1141.57,1.699,92.0,98.3
2022-07-31,South Africa,Africa,60000000,32490,550,4063963,69044,67732.72,1150.73,1.699,92.0,98.3
2022-08-07,South Africa,Africa,60000000,35751,403,4099714,69447,68328.57,1157.45,1.694,92.0,98.31
2022-08-14,South Africa,Africa,60000000,31946,460,4131660,69907,68861.0,1165.12,1.692,92.0,98.31
2022-08-21,South Africa,Africa,60000000,31480,358,4163140,70265,69385.67,1171.08,1.688,92.0,98.31
2022-08-28,South Africa,Africa,60000000,25195,448,4188335,70713,69805.58,1178.55,1.688,92.0,98.31
2022-09-04,South Africa,Africa,60000000,39193,553,4227528,71266,70458.8,1187.77,1.686,92.0,98.31
2022-09-11,South Africa,Africa,60000000,28833,498,4256361,71764,70939.35,1196.07,1.686,92.0,98.31
2022-09-18,South Africa,Africa,60000000,36574,436,4292935,72200,71548.92,1203.33,1.682,92.0,98.32
2022-09-25,South Africa,Africa,60000000,33879,412,4326814,72612,72113.57,1210.2,1.678,92.0,98.32
2022-10-02,South Africa,Africa,60000000,33075,327,4359889,72939,72664.82,1215.65,1.673,92.0,98.33
2022-10-09,South Africa,Africa,60000000,38677,779,4398566,73718,73309.43,1228.63,1.676,92.0,98.32
2022-10-16,South Africa,Africa,60000000,35913,459,4434479,74177,73907.98,1236.28,1.673,92.0,98.33
2022-10-23,South Africa,Africa,60000000,45850,934,4480329,75111,74672.15,1251.85,1.676,92.0,98.32
2022-10-30,South Africa,Africa,60000000,39808,454,4520137,75565,75335.62,1259.42,1.672,92.0,98.33
2022-11-06,South Africa,Africa,60000000,28968,233,4549105,75798,75818.42,1263.3,1.666,92.0,98.33
2022-11-13,South Africa,Africa,60000000,39593,706,4588698,76504,76478.3,1275.07,1.667,92.0,98.33
2022-11-20,South Africa,Africa,60000000,33481,551,4622179,77055,77036.32,1284.25,1.667,92.0,98.33
2022-11-27,South Africa,Africa,60000000,45997,436,4668176,77491,77802.93,1291.52,1.66,92.0,98.34
2022-12-04,South Africa,Africa,60000000,41731,519,4709907,78010,78498.45,1300.17,1.656,92.0,98.34
2022-12-11,South Africa,Africa,60000000,44556,500,4754463,78510,79241.05,1308.5,1.651,92.0,98.35
2022-12-18,South Africa,Africa,60000000,38093,498,4792556,79008,79875.93,1316.8,1.649,92.0,98.35
2022-12-25,South Africa,Africa,60000000,32425,659,4824981,79667,80416.35,1327.78,1.651,92.0,98.35
2023-01-01,South Africa,Africa,60000000,43324,1072,4868305,80739,81138.42,1345.65,1.658,92.0,98.34
2023-01-08,South Africa,Africa,60000000,37777,520,4906082,81259,81768.03,1354.32,1.656,92.0,98.34
2023-01-15,South Africa,Africa,60000000,25394,524,4931476,81783,82191.27,1363.05,1.658,92.0,98.34
2023-01-22,South Africa,Africa,60000000,24499,222,4955975,82005,82599.58,1366.75,1.655,92.0,98.34
2023-01-29,South Africa,Africa,60000000,35395,562,4991370,82567,83189.5,1376.12,1.654,92.0,98.35
2023-02-05,South Africa,Africa,60000000,32553,626,5023923,83193,83732.05,1386.55,1.656,92.0,98.34
2023-02-12,South Africa,Africa,60000000,24652,447,5048575,83640,84142.92,1394.0,1.657,92.0,98.34
2023-02-19,South Africa,Africa,60000000,22355,323,5070930,83963,84515.5,1399.38,1.656,92.0,98.34
2023-02-26,South Africa,Africa,60000000,30830,454,5101760,84417,85029.33,1406.95,1.655,92.0,98.34
2023-03-05,South Africa,Africa,60000000,34606,453,5136366,84870,85606.1,1414.5,1.652,92.0,98.35
2023-03-12,South Africa,Africa,60000000,28770,532,5165136,85402,86085.6,1423.37,1.653,92.0,98.35
2023-03-19,South Africa,Africa,60000000,29738,496,5194874,85898,86581.23,1431.63,1.654,92.0,98.35
2023-03-26,South Africa,Africa,60000000,18925,158,5213799,86056,86896.65,1434.27,1.651,92.0,98.35
2023-04-02,South Africa,Africa,60000000,22145,323,5235944,86379,87265.73,1439.65,1.65,92.0,98.35
2023-04-09,South Africa,Africa,60000000,26636,601,5262580,86980,87709.67,1449.67,1.653,92.0,98.35
2023-04-16,South Africa,Africa,60000000,21860,435,5284440,87415,88074.0,1456.92,1.654,92.0,98.35
2023-04-23,South Africa,Africa,60000000,19559,259,5303999,87674,88399.98,1461.23,1.653,92.0,98.35
2023-04-30,South Africa,Africa,60000000,19310,317,5323309,87991,88721.82,1466.52,1.653,92.0,98.35
2023-05-07,South Africa,Africa,60000000,13501,301,5336810,88292,88946.83,1471.53,1.654,92.0,98.35
2023-05-14,South Africa,Africa,60000000,14445,162,5351255,88454,89187.58,1474.23,1.653,92.0,98.35
2023-05-21,South Africa,Africa,60000000,15308,176,5366563,88630,89442.72,1477.17,1.652,92.0,98.35
2023-05-28,South Africa,Africa,60000000,9744,136,5376307,88766,89605.12,1479.43,1.651,92.0,98.35
2023-06-04,South Africa,Africa,60000000,9920,218,5386227,88984,89770.45,1483.07,1.652,92.0,98.35
2023-06-11,South Africa,Africa,60000000,13056,130,5399283,89114,89988.05,1485.23,1.65,92.0,98.35
2023-06-18,South Africa,Africa,60000000,9374,157,5408657,89271,90144.28,1487.85,1.651,92.0,98.35
2023-06-25,South Africa,Africa,60000000,12441,248,5421098,89519,90351.63,1491.98,1.651,92.0,98.35
2023-07-02,South Africa,Africa,60000000,11350,149,5432448,89668,90540.8,1494.47,1.651,92.0,98.35
2023-07-09,South Africa,Africa,60000000,10602,119,5443050,89787,90717.5,1496.45,1.65,92.0,98.35
2023-07-16,South Africa,Africa,60000000,9198,202,5452248,89989,90870.8,1499.82,1.65,92.0,98.35
2023-07-23,South Africa,Africa,60000000,10044,218,5462292,90207,91038.2,1503.45,1.651,92.0,98.35
2023-07-30,South Africa,Africa,60000000,5916,64,5468208,90271,91136.8,1504.52,1.651,92.0,98.35
2023-08-06,South Africa,Africa,60000000,8514,198,5476722,90469,91278.7,1507.82,1.652,92.0,98.35
2023-08-13,South Africa,Africa,60000000,5454,54,5482176,90523,91369.6,1508.72,1.651,92.0,98.35
2023-08-20,South Africa,Africa,60000000,6218,84,5488394,90607,91473.23,1510.12,1.651,92.0,98.35
2023-08-27,South Africa,Africa,60000000,6740,82,5495134,90689,91585.57,1511.48,1.65,92.0,98.35
2023-09-03,South Africa,Africa,60000000,9694,100,5504828,90789,91747.13,1513.15,1.649,92.0,98.35
2023-09-10,South Africa,Africa,60000000,15325,189,5520153,90978,92002.55,1516.3,1.648,92.0,98.35
2023-09-17,South Africa,Africa,60000000,13609,226,5533762,91204,92229.37,1520.07,1.648,92.0,98.35
2023-09-24,South Africa,Africa,60000000,18749,406,5552511,91610,92541.85,1526.83,1.65,92.0,98.35
2023-10-01,South Africa,Africa,60000000,13332,309,5565843,91919,92764.05,1531.98,1.651,92.0,98.35
2023-10-08,South Africa,Africa,60000000,17117,347,5582960,92266,93049.33,1537.77,1.653,92.0,98.35
2023-10-15,South Africa,Africa,60000000,25840,345,5608800,92611,93480.0,1543.52,1.651,92.0,98.35
